,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
1757,Developing,71.0,133.0,49.9,0.1,97.0,97.0,2191.478567,0.575,10.0
63,Developing,45.3,48.0,15.4,2.0,28.0,3.0,555.2969419,0.382,4.6
468,Developing,67.0,19.0,17.0,0.3,88.0,87.0,882.491462,0.533,10.7
894,Developing,54.0,363.0,13.2,4.4,37.0,55.0,118.8734466,0.306,5.2
179,Developing,76.5,71.0,61.5,0.1,99.0,99.0,23649.36661,0.812,14.5
1051,Developing,71.7,167.0,41.1,0.1,91.0,91.0,6764.722867,0.0,15.1
1598,Developing,73.1,138.0,28.8,0.1,96.0,96.0,4463.675893,0.724,12.1
1299,Developing,75.8,133.0,53.5,0.5,92.0,93.0,4855.743789,0.727,12.8
2549,Developing,73.0,134.0,46.0,0.1,83.0,85.0,1253.39143,0.599,10.3
1070,Developing,69.4,24.0,42.4,0.4,84.0,84.0,1753.349471,0.56,9.0
2158,Developing,68.0,282.0,17.1,3.7,97.0,97.0,5.6687264,0.438,10.4
1725,Developing,65.0,271.0,43.0,0.1,99.0,98.0,1334.651896,0.649,12.7
1789,Developing,64.2,22.0,17.0,0.6,82.0,82.0,296.97284,0.474,8.0
1207,Developing,68.1,187.0,22.9,0.3,81.0,82.0,3113.48635,0.656,12.1
149,Developing,71.1,13.0,48.0,0.1,81.0,85.0,5842.85784,0.737,11.7
1442,Developed,74.6,153.0,61.2,0.1,95.0,95.0,13666.58336,0.828,16.0
791,Developing,75.0,134.0,5.7,0.1,91.0,88.0,4657.32361,0.703,13.1
156,Developing,67.8,154.0,43.6,0.1,77.0,79.0,883.6439965,0.659,10.8
1957,Developing,62.8,19.0,16.4,0.1,62.0,65.0,533.8624114,0.445,5.3
2488,Developing,67.4,224.0,47.6,0.4,71.0,7.0,1888.61829,0.0,11.1
2608,Developing,66.2,168.0,14.7,0.1,79.0,79.0,643.71911,0.566,11.7
2124,Developed,73.4,153.0,56.9,0.1,94.0,94.0,8297.483621,0.797,15.8
257,Developing,70.0,177.0,5.1,0.2,95.0,95.0,4852.223666,0.705,12.8
2545,Developing,73.8,121.0,49.4,0.1,8.0,83.0,258.3529,0.644,11.5
2508,Developed,81.7,57.0,58.1,0.1,98.0,98.0,57134.777,0.903,15.8
907,Developing,68.5,211.0,55.9,0.1,98.0,98.0,3749.939813,0.695,14.0
1822,Developing,66.0,21.0,14.4,0.2,89.0,91.0,348.6314534,0.476,9.6
1722,Developing,66.9,235.0,45.9,0.1,95.0,96.0,1717.898761,0.686,13.8
458,Developing,71.8,134.0,24.3,0.8,95.0,95.0,248.13459,0.582,11.2
1831,Developed,81.4,6.0,61.0,0.1,97.0,97.0,51574.48942,0.922,18.1
1138,Developing,74.6,147.0,51.0,0.3,97.0,97.0,2326.15856,0.623,11.2
1718,Developing,68.1,227.0,5.4,0.1,98.0,98.0,4385.379355,0.72,14.7
2742,Developing,67.6,256.0,55.7,0.9,97.0,99.0,148.522488,0.691,14.3
2083,Developing,76.5,85.0,64.7,0.1,92.0,93.0,34176.98183,0.815,12.8
337,Developing,65.1,268.0,37.3,2.3,95.0,96.0,7497.762376,0.697,12.6
2515,Developed,85.0,66.0,55.3,0.1,98.0,98.0,4385.35315,0.89,16.0
2694,Developing,71.2,138.0,55.1,0.1,78.0,78.0,366.57,0.658,11.5
742,Developed,79.2,84.0,57.0,0.1,9.0,9.0,5841.41122,0.906,16.8
1860,Developed,78.6,87.0,58.9,0.1,9.0,82.0,13641.1272,0.864,17.2
1850,Developed,89.0,71.0,64.8,0.1,93.0,93.0,33691.34837,0.899,20.3
1849,Developed,86.0,72.0,65.3,0.1,95.0,95.0,38426.5581,0.901,19.7
2635,Developing,73.2,137.0,74.3,0.1,82.0,84.0,4266.557174,0.718,14.3
2721,Developing,56.3,41.0,15.6,8.2,71.0,69.0,449.6928183,0.453,10.6
341,Developing,61.1,349.0,35.2,6.2,95.0,96.0,6346.15624,0.669,12.3
2751,Developing,76.2,82.0,55.8,0.1,94.0,94.0,3549.14832,0.826,13.3
2489,Developing,58.9,373.0,32.3,7.1,9.0,84.0,3136.92511,0.541,11.4
2001,Developing,72.1,163.0,42.8,0.2,96.0,96.0,157.145691,0.646,12.3
1643,Developed,79.3,66.0,65.6,0.1,85.0,83.0,16671.5672,0.809,14.8
604,Developing,59.6,271.0,18.4,0.1,8.0,8.0,544.566526,0.0,9.2
989,Developing,72.3,134.0,48.1,0.1,78.0,66.0,127.367228,0.694,12.0
1359,Developing,64.7,276.0,44.8,0.1,95.0,95.0,1658.31146,0.7,12.7
516,Developing,49.8,443.0,2.7,5.8,47.0,47.0,494.336779,0.361,6.8
588,Developing,72.4,15.0,49.0,0.1,92.0,92.0,2246.257472,0.659,11.6
2447,Developing,71.8,183.0,19.2,0.1,97.0,97.0,216.681584,0.735,13.4
538,Developing,48.6,46.0,15.4,5.2,25.0,37.0,66.2421396,0.306,5.6
2714,Developing,62.3,291.0,18.5,3.1,78.0,82.0,693.8963829,0.488,10.0
2715,Developing,61.5,38.0,18.1,3.2,78.0,82.0,719.172669,0.483,10.0
2483,Developing,68.9,25.0,51.1,0.6,83.0,84.0,3595.8855,0.672,11.3
1903,Developing,49.2,4.0,19.3,5.4,36.0,45.0,87.8938738,0.463,8.9
504,Developing,85.0,74.0,62.5,0.1,94.0,9.0,44544.5268,0.894,15.8
2435,Developed,81.0,77.0,6.5,0.1,96.0,96.0,2651.71745,0.837,15.8
753,Developing,63.5,241.0,35.0,2.1,84.0,84.0,1862.167274,0.47,6.3
2561,Developing,66.1,181.0,34.7,0.3,86.0,85.0,52.35956,0.586,10.9
2830,Developing,68.5,183.0,41.4,0.1,99.0,99.0,1564.966945,0.664,12.0
320,Developing,77.4,88.0,55.8,0.1,82.0,74.0,4574.9787,0.747,14.2
2745,Developing,67.5,257.0,54.8,0.7,99.0,99.0,635.789635,0.669,13.3
688,Developed,78.1,7.0,52.8,0.1,97.0,97.0,14672.8826,0.798,12.5
1493,Developing,67.0,261.0,25.6,1.2,8.0,8.0,415.361958,0.416,9.6
2373,Developing,66.8,215.0,4.4,0.1,84.0,84.0,744.7657423,0.453,8.0
2021,Developing,72.4,142.0,46.1,0.5,9.0,9.0,1981.243653,0.677,13.4
544,Developing,85.0,82.0,63.8,0.1,96.0,96.0,13653.2264,0.845,16.3
1608,Developing,76.3,75.0,21.2,0.1,98.0,98.0,597.1659,0.651,11.8
1625,Developing,55.5,278.0,19.6,1.6,74.0,74.0,689.6784228,0.36,5.8
628,Developing,79.2,97.0,57.5,0.1,91.0,9.0,9985.36959,0.758,13.6
1726,Developing,64.5,274.0,42.1,0.1,99.0,99.0,998.8226671,0.637,11.8
2322,Developed,87.0,66.0,3.5,0.1,95.0,95.0,33579.85948,0.839,13.9
2029,Developing,68.0,219.0,22.1,0.1,87.0,86.0,1825.341521,0.661,11.7
1942,Developing,66.4,161.0,25.4,0.1,72.0,72.0,1431.244865,0.548,8.1
1059,Developing,71.7,187.0,49.9,0.4,73.0,65.0,3687.763767,0.614,10.7
2157,Developing,61.0,288.0,17.7,2.8,97.0,93.0,539.1538211,0.447,10.2
408,Developing,55.3,293.0,15.1,1.7,89.0,93.0,475.11122,0.334,4.9
1495,Developing,59.7,272.0,24.5,1.8,7.0,71.0,327.42597,0.403,9.6
2568,Developing,63.7,198.0,31.3,0.3,83.0,86.0,138.436633,0.529,9.6
595,Developing,62.5,237.0,22.6,0.8,86.0,85.0,788.632653,0.484,10.8
1694,Developing,75.4,124.0,55.7,0.1,98.0,98.0,7199.59665,0.714,12.1
2008,Developing,75.3,125.0,54.9,0.1,88.0,78.0,6491.5245,0.735,13.4
2838,Developing,67.2,183.0,36.4,0.3,98.0,99.0,396.129969,0.607,11.3
2826,Developing,69.4,184.0,44.7,0.1,99.0,99.0,2137.576852,0.697,12.1
2220,Developing,66.9,194.0,28.5,0.5,96.0,96.0,138.949959,0.553,10.8
1076,Developing,58.8,284.0,22.2,1.0,63.0,63.0,54.169324,0.406,8.5
383,Developing,74.4,16.0,26.1,0.1,99.0,99.0,188.44826,0.818,13.4
756,Developing,62.2,263.0,33.2,1.9,81.0,81.0,1536.15685,0.46,6.3
2849,Developing,75.0,153.0,47.4,0.1,67.0,66.0,2697.961375,0.582,10.7
1669,Developing,74.1,147.0,32.3,0.1,98.0,98.0,9637.265,0.765,14.7
1047,Developing,72.6,154.0,43.9,0.1,97.0,94.0,7365.666659,0.0,15.8
1260,Developed,78.7,78.0,55.1,0.1,9.0,9.0,5886.82789,0.889,17.5
2349,Developed,79.8,84.0,57.6,0.1,96.0,96.0,24985.24827,0.876,17.0
524,Developing,45.7,51.0,17.5,12.8,47.0,44.0,286.25819,0.316,5.6
2450,Developing,73.8,145.0,17.2,0.1,98.0,98.0,1448.7611,0.718,13.1
568,Developing,74.4,96.0,25.7,0.1,93.0,94.0,2695.366223,0.659,11.4
2493,Developing,55.0,438.0,3.2,15.7,91.0,85.0,3934.27325,0.526,11.2
2145,Developing,65.0,327.0,55.3,0.3,98.0,98.0,5323.473877,0.748,13.7
1154,Developed,75.8,134.0,64.8,0.1,99.0,99.0,12365.6263,0.834,15.6
1071,Developing,69.3,21.0,41.7,0.3,82.0,82.0,171.771491,0.553,8.8
2006,Developing,79.0,172.0,39.1,0.1,86.0,86.0,1545.626423,0.625,11.6
1295,Developed,80.0,72.0,56.4,0.1,93.0,96.0,22196.5736,0.836,15.2
2065,Developed,77.7,11.0,54.1,0.1,93.0,93.0,18784.9485,0.79,15.4
484,Developing,55.6,371.0,26.6,4.9,82.0,8.0,1295.649726,0.486,10.0
649,Developed,75.8,114.0,58.7,0.1,96.0,96.0,13546.69872,0.793,14.3
751,Developed,77.0,12.0,52.8,0.1,97.0,97.0,3751.64946,0.862,16.2
569,Developing,74.2,98.0,24.9,0.1,93.0,94.0,299.229676,0.646,11.0
872,Developing,74.9,156.0,57.1,0.1,95.0,95.0,14726.31828,0.836,16.1
1540,Developed,81.4,68.0,6.5,0.1,99.0,99.0,113751.85,0.892,13.9
2359,Developed,76.2,124.0,51.8,0.1,92.0,93.0,1479.29634,0.824,14.7
1536,Developed,71.2,21.0,57.2,0.1,95.0,97.0,353.147337,0.757,14.7
981,Developing,74.2,13.0,53.6,0.1,92.0,93.0,4142.869175,0.749,13.4
1360,Developing,64.4,284.0,44.4,0.1,95.0,95.0,149.926751,0.685,12.3
104,Developing,73.5,132.0,49.7,0.1,88.0,9.0,3138.8873,0.707,11.7
1535,Developed,71.4,22.0,57.5,0.1,95.0,97.0,4146.987928,0.77,15.3
995,Developed,89.0,69.0,61.9,0.1,95.0,94.0,4792.65288,0.92,17.0
1940,Developing,72.9,134.0,46.5,0.1,99.0,99.0,8476.61511,0.705,10.7
2749,Developing,76.5,8.0,58.6,0.1,96.0,96.0,42112.23565,0.826,13.3
1683,Developing,76.7,122.0,63.5,0.1,87.0,87.0,9143.128494,0.758,13.3
2497,Developing,50.0,51.0,28.5,40.7,87.0,88.0,347.48798,0.508,10.5
550,Developing,79.3,91.0,59.9,0.1,94.0,94.0,1243.32824,0.816,15.3
426,Developing,53.4,369.0,14.1,4.3,87.0,82.0,15.57434,0.286,5.6
245,Developed,80.0,81.0,61.9,0.1,98.0,98.0,4438.23741,0.878,15.9
1945,Developing,65.7,165.0,23.2,0.1,72.0,72.0,1261.28967,0.529,7.6
348,Developing,46.4,693.0,31.6,31.9,96.0,96.0,4163.6596,0.567,11.8
958,Developing,59.7,32.0,29.8,11.0,45.0,44.0,4892.11618,0.638,12.3
1050,Developing,71.9,164.0,41.8,0.1,96.0,96.0,7322.596862,0.0,15.3
2490,Developing,58.4,382.0,31.8,7.3,98.0,98.0,3464.35169,0.541,11.4
2041,Developed,77.1,12.0,6.4,0.1,99.0,95.0,1378.54911,0.838,15.4
2212,Developing,79.0,169.0,68.2,0.1,83.0,82.0,197.29417,0.659,12.3
2712,Developing,63.8,224.0,37.5,0.1,97.0,98.0,643.17518,0.0,0.0
2227,Developing,64.3,222.0,23.4,1.6,97.0,97.0,81.86157,0.514,10.0
2304,Developing,46.2,441.0,2.7,1.9,77.0,75.0,46.3759178,0.367,8.3
1183,Developed,84.0,7.0,55.4,0.1,95.0,95.0,31996.2172,0.859,17.2
650,Developed,75.9,113.0,58.1,0.1,96.0,96.0,11363.41845,0.783,13.9
31,Developing,72.6,11.0,45.0,0.1,97.0,97.0,1175.788981,0.656,10.7
2711,Developing,64.0,221.0,38.1,0.1,95.0,94.0,774.4763388,0.0,10.2
1277,Developing,81.0,69.0,6.1,0.1,95.0,95.0,19888.172,0.863,15.9
1656,Developing,62.0,214.0,27.4,1.2,64.0,52.0,123.383675,0.484,7.6
1444,Developed,74.1,161.0,6.2,0.1,94.0,94.0,1532.22924,0.814,15.4
1651,Developing,63.1,25.0,3.8,0.9,73.0,67.0,1158.256469,0.513,8.5
147,Developing,71.9,123.0,49.7,0.1,89.0,92.0,7496.335728,0.742,11.8
586,Developing,73.1,144.0,5.5,0.1,93.0,93.0,3386.256,0.658,11.1
1980,Developing,61.8,286.0,44.9,1.1,67.0,72.0,1366.879112,0.485,9.6
13,Developing,56.2,3.0,13.0,0.1,36.0,36.0,187.84595,0.341,6.2
1481,Developing,47.8,592.0,28.8,27.3,88.0,86.0,934.428563,0.447,10.7
2282,Developing,73.0,17.0,36.2,0.1,99.0,99.0,1557.77892,0.766,13.2
602,Developing,60.0,266.0,19.2,0.1,68.0,67.0,621.93372,0.434,9.7
901,Developing,69.4,195.0,6.2,0.1,99.0,99.0,4546.73854,0.714,14.9
2240,Developing,73.3,98.0,62.4,0.1,98.0,98.0,237.83234,0.779,12.8
1995,Developing,73.4,15.0,47.1,0.1,89.0,84.0,3988.11894,0.675,12.3
1756,Developing,71.4,128.0,5.8,0.1,95.0,95.0,2494.353552,0.581,10.0
364,Developing,71.8,172.0,46.1,0.1,99.0,99.0,359.587582,0.699,14.8
750,Developed,77.0,14.0,53.3,0.1,98.0,98.0,33228.69291,0.875,16.6
2506,Developed,82.3,54.0,59.0,0.1,98.0,98.0,5918.19898,0.906,15.8
1243,Developing,64.7,249.0,53.2,0.1,59.0,63.0,2351.812429,0.631,10.2
2247,Developing,72.8,17.0,56.9,0.1,97.0,97.0,8643.4944,0.742,12.0
1315,Developed,83.5,57.0,28.6,0.1,96.0,99.0,3896.21151,0.899,15.3
659,Developing,78.7,96.0,59.9,0.1,99.0,99.0,676.15344,0.773,14.7
1891,Developing,56.0,283.0,13.9,1.6,36.0,42.0,165.257247,0.255,2.9
1938,Developing,73.6,127.0,48.1,0.1,99.0,99.0,969.8126,0.725,11.2
249,Developed,79.4,85.0,6.6,0.1,98.0,99.0,38852.3613,0.865,15.7
790,Developing,75.3,131.0,51.4,0.1,88.0,85.0,5223.351763,0.71,13.2
838,Developing,56.2,344.0,22.6,7.7,41.0,39.0,21451.88617,0.58,9.2
123,Developed,86.0,69.0,6.9,0.1,92.0,92.0,3472.37977,0.908,20.7
908,Developing,68.3,214.0,55.1,0.1,96.0,97.0,3658.63832,0.699,13.9
2827,Developing,69.2,184.0,43.9,0.1,99.0,99.0,25.448414,0.69,12.1
87,Developing,75.4,126.0,58.6,0.1,93.0,94.0,8953.359275,0.792,16.3
2273,Developing,73.8,132.0,55.1,0.1,94.0,93.0,5458.121718,0.743,13.5
1774,Developing,58.0,434.0,18.5,16.2,8.0,71.0,369.1545359,0.341,7.3
1565,Developing,64.0,267.0,15.4,0.6,78.0,74.0,245.1235876,0.466,8.7
527,Developing,46.0,49.0,16.5,14.3,37.0,38.0,243.5429317,0.312,5.2
1144,Developing,73.4,157.0,45.9,0.5,97.0,97.0,1815.489496,0.603,11.3
1173,Developed,82.5,5.0,59.7,0.1,89.0,89.0,44333.8518,0.901,18.7
1083,Developing,55.6,317.0,19.0,2.6,57.0,53.0,296.68382,0.356,7.1
2144,Developing,66.4,3.0,55.7,0.3,98.0,98.0,692.194398,0.754,13.8
798,Developing,74.4,151.0,45.8,0.3,87.0,97.0,244.46898,0.679,12.6
1624,Developing,56.0,276.0,2.2,1.6,73.0,77.0,697.153124,0.385,7.1
557,Developing,77.8,11.0,55.4,0.1,97.0,97.0,4463.545867,0.768,13.9
1848,Developed,81.1,7.0,65.9,0.1,93.0,93.0,3997.25624,0.904,19.5
847,Developing,53.5,334.0,19.1,2.9,36.0,44.0,2711.17114,0.542,8.2
40,Developing,73.8,129.0,5.8,0.1,95.0,95.0,3935.183343,0.69,12.3
221,Developing,73.5,123.0,44.6,0.8,87.0,86.0,11675.39395,0.749,14.0
1244,Developing,66.8,29.0,52.5,0.1,65.0,69.0,1849.63911,0.628,10.1
511,Developing,79.1,82.0,57.8,0.1,89.0,88.0,24124.16917,0.864,15.9
2553,Developing,69.7,161.0,4.7,0.2,96.0,96.0,918.6771543,0.625,11.3
1362,Developing,63.4,249.0,22.0,2.8,89.0,83.0,1349.97144,0.55,11.1
2400,Developing,55.3,473.0,45.7,23.5,79.0,77.0,5786.59972,0.616,12.9
1538,Developed,82.0,63.0,61.3,0.1,99.0,99.0,1199.8223,0.896,13.9
1065,Developing,79.0,19.0,45.9,0.4,95.0,96.0,2794.22189,0.589,10.4
2369,Developing,67.6,2.0,43.8,0.1,9.0,93.0,146.931125,0.482,9.0
